"Géographie";"Niveau Géo";"Activité économique";"Taille en tranches d'effectifs";"Forme légale avec versant de la fonction publique";"Mesures de Flores";Période;Valeur
"Les Ulis";"Commune";"Total";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;308
"Verrières-le-Buisson";"Commune";"Total";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;225
"Vauhallan";"Commune";"Agriculture, sylviculture et pêche";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Vauhallan";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Vauhallan";"Commune";"Total";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;31
"Villiers-le-Bâcle";"Commune";"Agriculture, sylviculture et pêche";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"La Ville-du-Bois";"Commune";"Industrie manufacturière, industries extractives et autres";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villiers-le-Bâcle";"Commune";"Total";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;6
"Villejust";"Commune";"Construction";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;31
"Les Ulis";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1932
"Villebon-sur-Yvette";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;4
"La Ville-du-Bois";"Commune";"Total";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;224
"Villebon-sur-Yvette";"Commune";"Total";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;653
"Wissous";"Commune";"Services principalement marchands";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;645
"La Ville-du-Bois";"Commune";"Total";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Wissous";"Commune";"Total";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1276
"Villebon-sur-Yvette";"Commune";"Agriculture, sylviculture et pêche";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Les Ulis";"Commune";"Agriculture, sylviculture et pêche";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villebon-sur-Yvette";"Commune";"Total";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1351
"Villebon-sur-Yvette";"Commune";"Services principalement marchands";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;797
"La Ville-du-Bois";"Commune";"Services principalement marchands";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Verrières-le-Buisson";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;2782
"La Ville-du-Bois";"Commune";"Construction";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Villejust";"Commune";"Total";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;7
"Wissous";"Commune";"Industrie manufacturière, industries extractives et autres";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"La Ville-du-Bois";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;14
"Villiers-le-Bâcle";"Commune";"Total";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;417
"La Ville-du-Bois";"Commune";"Total";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;20
"Les Ulis";"Commune";"Agriculture, sylviculture et pêche";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villebon-sur-Yvette";"Commune";"Services principalement marchands";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;395
"Villebon-sur-Yvette";"Commune";"Industrie manufacturière, industries extractives et autres";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;12
"Verrières-le-Buisson";"Commune";"Total";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Verrières-le-Buisson";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Villejust";"Commune";"Total";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;229
"Villejust";"Commune";"Construction";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;35
"Villejust";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Vauhallan";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;50
"Villejust";"Commune";"Agriculture, sylviculture et pêche";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"La Ville-du-Bois";"Commune";"Industrie manufacturière, industries extractives et autres";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;18
"La Ville-du-Bois";"Commune";"Agriculture, sylviculture et pêche";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villejust";"Commune";"Construction";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;45
"Wissous";"Commune";"Agriculture, sylviculture et pêche";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villejust";"Commune";"Services principalement marchands";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;441
"Villiers-le-Bâcle";"Commune";"Services principalement marchands";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;26
"Villiers-le-Bâcle";"Commune";"Construction";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Verrières-le-Buisson";"Commune";"Industrie manufacturière, industries extractives et autres";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villebon-sur-Yvette";"Commune";"Agriculture, sylviculture et pêche";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Villejust";"Commune";"Services principalement marchands";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;239
"Villiers-le-Bâcle";"Commune";"Construction";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Les Ulis";"Commune";"Agriculture, sylviculture et pêche";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Les Ulis";"Commune";"Industrie manufacturière, industries extractives et autres";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;131
"Villiers-le-Bâcle";"Commune";"Industrie manufacturière, industries extractives et autres";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Les Ulis";"Commune";"Construction";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;3
"Villiers-le-Bâcle";"Commune";"Agriculture, sylviculture et pêche";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Verrières-le-Buisson";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;290
"Vauhallan";"Commune";"Industrie manufacturière, industries extractives et autres";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Villiers-le-Bâcle";"Commune";"Agriculture, sylviculture et pêche";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"La Ville-du-Bois";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;14
"Villiers-le-Bâcle";"Commune";"Agriculture, sylviculture et pêche";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Wissous";"Commune";"Total";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;19
"Verrières-le-Buisson";"Commune";"Agriculture, sylviculture et pêche";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Villebon-sur-Yvette";"Commune";"Industrie manufacturière, industries extractives et autres";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;235
"Vauhallan";"Commune";"Construction";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villiers-le-Bâcle";"Commune";"Industrie manufacturière, industries extractives et autres";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"La Ville-du-Bois";"Commune";"Industrie manufacturière, industries extractives et autres";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;4
"Wissous";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villebon-sur-Yvette";"Commune";"Agriculture, sylviculture et pêche";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Verrières-le-Buisson";"Commune";"Total";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;36
"Les Ulis";"Commune";"Services principalement marchands";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;544
"Wissous";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;4
"Verrières-le-Buisson";"Commune";"Construction";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Vauhallan";"Commune";"Services principalement marchands";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villiers-le-Bâcle";"Commune";"Construction";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;15
"Villejust";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;110
"Villejust";"Commune";"Services principalement marchands";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;14
"Villebon-sur-Yvette";"Commune";"Services principalement marchands";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;2239
"Vauhallan";"Commune";"Construction";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villebon-sur-Yvette";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Verrières-le-Buisson";"Commune";"Total";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;418
"Villebon-sur-Yvette";"Commune";"Agriculture, sylviculture et pêche";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villejust";"Commune";"Services principalement marchands";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;35
"La Ville-du-Bois";"Commune";"Construction";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Les Ulis";"Commune";"Construction";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;5
"Villejust";"Commune";"Total";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Wissous";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;17
"Les Ulis";"Commune";"Services principalement marchands";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;7
"Villiers-le-Bâcle";"Commune";"Construction";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;4
"Les Ulis";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;7
"Vauhallan";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;7
"Verrières-le-Buisson";"Commune";"Services principalement marchands";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Verrières-le-Buisson";"Commune";"Total";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;28
"Villebon-sur-Yvette";"Commune";"Agriculture, sylviculture et pêche";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Verrières-le-Buisson";"Commune";"Services principalement marchands";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;30
"Les Ulis";"Commune";"Construction";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;62
"La Ville-du-Bois";"Commune";"Construction";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;38
"Villejust";"Commune";"Agriculture, sylviculture et pêche";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villiers-le-Bâcle";"Commune";"Total";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Les Ulis";"Commune";"Industrie manufacturière, industries extractives et autres";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;10
"Les Ulis";"Commune";"Construction";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;362
"Les Ulis";"Commune";"Construction";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;63
"Wissous";"Commune";"Services principalement marchands";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;14
"Vauhallan";"Commune";"Industrie manufacturière, industries extractives et autres";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Les Ulis";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;860
"Wissous";"Commune";"Total";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;2795
"La Ville-du-Bois";"Commune";"Services principalement marchands";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;147
"Villiers-le-Bâcle";"Commune";"Industrie manufacturière, industries extractives et autres";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Wissous";"Commune";"Construction";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;45
"Les Ulis";"Commune";"Construction";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;10
"Vauhallan";"Commune";"Services principalement marchands";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Verrières-le-Buisson";"Commune";"Services principalement marchands";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;6
"La Ville-du-Bois";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villejust";"Commune";"Agriculture, sylviculture et pêche";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Les Ulis";"Commune";"Industrie manufacturière, industries extractives et autres";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;22
"Verrières-le-Buisson";"Commune";"Services principalement marchands";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"La Ville-du-Bois";"Commune";"Industrie manufacturière, industries extractives et autres";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Villiers-le-Bâcle";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"La Ville-du-Bois";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;3
"Villejust";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;2683
"Villebon-sur-Yvette";"Commune";"Total";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;82
"Villejust";"Commune";"Construction";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;34
"Les Ulis";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;70
"La Ville-du-Bois";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Wissous";"Commune";"Industrie manufacturière, industries extractives et autres";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;13
"Villebon-sur-Yvette";"Commune";"Industrie manufacturière, industries extractives et autres";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Vauhallan";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Les Ulis";"Commune";"Agriculture, sylviculture et pêche";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Les Ulis";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;59
"Les Ulis";"Commune";"Construction";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;681
"Wissous";"Commune";"Industrie manufacturière, industries extractives et autres";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;6
"Villiers-le-Bâcle";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Les Ulis";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;9473
"Vauhallan";"Commune";"Construction";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Wissous";"Commune";"Construction";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;360
"Wissous";"Commune";"Agriculture, sylviculture et pêche";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villebon-sur-Yvette";"Commune";"Construction";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;13
"Villejust";"Commune";"Total";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;500
"La Ville-du-Bois";"Commune";"Total";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;278
"Villejust";"Commune";"Construction";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Verrières-le-Buisson";"Commune";"Services principalement marchands";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;298
"Vauhallan";"Commune";"Agriculture, sylviculture et pêche";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villebon-sur-Yvette";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;442
"Villebon-sur-Yvette";"Commune";"Industrie manufacturière, industries extractives et autres";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;6
"Les Ulis";"Commune";"Agriculture, sylviculture et pêche";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"La Ville-du-Bois";"Commune";"Industrie manufacturière, industries extractives et autres";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Wissous";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;6
"La Ville-du-Bois";"Commune";"Agriculture, sylviculture et pêche";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Vauhallan";"Commune";"Agriculture, sylviculture et pêche";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Villebon-sur-Yvette";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;88
"La Ville-du-Bois";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;30
"Les Ulis";"Commune";"Total";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;10
"Villiers-le-Bâcle";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;49
"Villejust";"Commune";"Construction";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;18
"Les Ulis";"Commune";"Construction";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;97
"Villiers-le-Bâcle";"Commune";"Total";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;111
"Villiers-le-Bâcle";"Commune";"Services principalement marchands";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;80
"Les Ulis";"Commune";"Industrie manufacturière, industries extractives et autres";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;119
"La Ville-du-Bois";"Commune";"Total";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;460
"Vauhallan";"Commune";"Industrie manufacturière, industries extractives et autres";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Wissous";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Villejust";"Commune";"Services principalement marchands";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Wissous";"Commune";"Industrie manufacturière, industries extractives et autres";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;401
"La Ville-du-Bois";"Commune";"Agriculture, sylviculture et pêche";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Villiers-le-Bâcle";"Commune";"Industrie manufacturière, industries extractives et autres";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villejust";"Commune";"Construction";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Wissous";"Commune";"Agriculture, sylviculture et pêche";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Vauhallan";"Commune";"Industrie manufacturière, industries extractives et autres";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;3
"Vauhallan";"Commune";"Construction";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Verrières-le-Buisson";"Commune";"Construction";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;38
"Wissous";"Commune";"Services principalement marchands";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;50
"Villebon-sur-Yvette";"Commune";"Construction";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Verrières-le-Buisson";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;93
"Verrières-le-Buisson";"Commune";"Industrie manufacturière, industries extractives et autres";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;54
"Les Ulis";"Commune";"Agriculture, sylviculture et pêche";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villiers-le-Bâcle";"Commune";"Industrie manufacturière, industries extractives et autres";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Villebon-sur-Yvette";"Commune";"Services principalement marchands";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"La Ville-du-Bois";"Commune";"Services principalement marchands";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;17
"Villiers-le-Bâcle";"Commune";"Construction";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Wissous";"Commune";"Services principalement marchands";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;3298
"Les Ulis";"Commune";"Services principalement marchands";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1896
"Villebon-sur-Yvette";"Commune";"Total";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;18
"Verrières-le-Buisson";"Commune";"Industrie manufacturière, industries extractives et autres";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;19
"Vauhallan";"Commune";"Services principalement marchands";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Wissous";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;45
"Villejust";"Commune";"Construction";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;7
"Villejust";"Commune";"Industrie manufacturière, industries extractives et autres";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;40
"Villejust";"Commune";"Agriculture, sylviculture et pêche";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Wissous";"Commune";"Agriculture, sylviculture et pêche";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;4
"Villebon-sur-Yvette";"Commune";"Agriculture, sylviculture et pêche";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;2
"Villebon-sur-Yvette";"Commune";"Industrie manufacturière, industries extractives et autres";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;17
"Wissous";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;9306
